customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03068,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.96,2259.52,Yes
CUST-03069,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.14,203.4,No
CUST-03070,Female,0,No,Yes,61,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,44.15,2785.84,No
CUST-03071,Male,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.15,432.39,No
CUST-03072,Female,0,No,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,73.23,3678.15,No
CUST-03073,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.31,5090.32,No
CUST-03074,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,63.16,3607.88,No
CUST-03075,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.66,1802.15,No
CUST-03076,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),103.55,2231.79,No
CUST-03077,Female,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,82.57,1820.63,No
CUST-03078,Male,1,Yes,No,18,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),33.47,565.8,No
CUST-03079,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,110.47,2010.92,No
CUST-03080,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.42,1176.57,No
CUST-03081,Male,1,Yes,No,64,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.91,7290.44,No
CUST-03082,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.46,1193.54,No
CUST-03083,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,115.82,3008.59,Yes
CUST-03084,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,68.58,1577.76,No
CUST-03085,Female,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.62,1582.57,Yes
CUST-03086,Male,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),29.13,966.67,No
CUST-03087,Female,1,Yes,No,64,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.25,4256.01,Yes
CUST-03088,Female,0,No,No,35,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.81,1942.63,Yes
CUST-03089,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.64,2037.78,No
CUST-03090,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),54.15,3583.96,Yes
CUST-03091,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,69.43,1268.57,No
CUST-03092,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,78.97,5839.37,No
CUST-03093,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,104.88,1246.88,Yes
CUST-03094,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,114.62,581.53,Yes
CUST-03095,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.01,5416.92,No
CUST-03096,Female,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.47,1551.44,No
CUST-03097,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.54,630.0,No
CUST-03098,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,31.29,2208.53,No
CUST-03099,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),77.56,68.63,No
CUST-03100,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.27,1316.62,No
CUST-03101,Male,0,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),89.68,2292.19,Yes
CUST-03102,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),64.0,3324.25,No
CUST-03103,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,79.33,3185.49,No
CUST-03104,Female,1,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,46.4,3144.53,No
CUST-03105,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.94,5915.66,No
CUST-03106,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,33.82,1633.52,No
CUST-03107,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.49,226.46,No
CUST-03108,Female,0,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.79,4292.64,No
CUST-03109,Male,0,No,No,40,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.99,3665.4,No
CUST-03110,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,44.67,2399.49,No
CUST-03111,Male,0,No,No,5,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,38.22,208.44,No
CUST-03112,Male,1,Yes,Yes,56,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,109.27,5620.09,No
CUST-03113,Female,1,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.45,5991.28,No
CUST-03114,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.89,197.78,No
CUST-03115,Female,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.04,2768.31,No
CUST-03116,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),30.09,1571.7,No
CUST-03117,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.7,881.33,No
CUST-03118,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,98.93,2339.49,Yes
CUST-03119,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,98.96,1399.87,Yes
CUST-03120,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,114.09,7725.29,No
CUST-03121,Female,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.14,3002.61,No
CUST-03122,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.86,1841.26,No
CUST-03123,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.23,388.42,Yes
CUST-03124,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,28.52,1493.23,No
CUST-03125,Male,0,No,Yes,26,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.95,1763.26,No
CUST-03126,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),39.55,538.15,No
CUST-03127,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.72,81.95,No
CUST-03128,Female,1,Yes,No,32,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),100.77,3040.81,No
CUST-03129,Male,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.24,2251.0,No
CUST-03130,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,96.58,6235.58,No
CUST-03131,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.6,304.55,No
CUST-03132,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,72.66,4818.34,No
CUST-03133,Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.21,2892.92,No
CUST-03134,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,97.41,851.51,No
CUST-03135,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.08,769.9,Yes
CUST-03136,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.37,697.46,Yes
CUST-03137,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.12,443.89,No
CUST-03138,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,36.39,773.97,No
CUST-03139,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.29,288.17,No
CUST-03140,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,37.82,1863.31,No
CUST-03141,Female,0,No,Yes,54,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.09,2409.37,No
CUST-03142,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),33.68,1122.9,No
CUST-03143,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),51.56,1095.66,No
CUST-03144,Male,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.85,3898.55,No
CUST-03145,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.16,5989.76,Yes
CUST-03146,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.05,3437.36,Yes
CUST-03147,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.34,413.17,Yes
CUST-03148,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.72,3547.52,No
CUST-03149,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.15,3467.74,Yes
CUST-03150,Male,0,Yes,No,19,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.23,2382.12,Yes
CUST-03151,Male,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,73.78,1389.89,No
CUST-03152,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.71,3786.8,Yes
CUST-03153,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.36,552.56,No
CUST-03154,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),74.96,2694.89,No
CUST-03155,Male,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.9,2548.7,No
CUST-03156,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.69,3762.96,No
CUST-03157,Female,1,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,103.52,2477.92,No
CUST-03158,Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.68,1398.64,No
CUST-03159,Female,0,Yes,No,65,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,107.42,7539.97,No
CUST-03160,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),95.7,4133.58,Yes
CUST-03161,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.61,379.96,No
CUST-03162,Male,0,Yes,No,22,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,26.49,513.91,No
CUST-03163,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),28.86,1772.41,No
CUST-03164,Male,0,No,No,11,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,59.45,579.91,No
CUST-03165,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,32.01,2274.78,No
CUST-03166,Male,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,22.35,1411.54,No
CUST-03167,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),101.05,4951.22,No
CUST-03168,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.85,1193.51,Yes
CUST-03169,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,78.91,2841.08,No
CUST-03170,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,77.45,4003.31,No
CUST-03171,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),98.98,2727.17,No
CUST-03172,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,72.63,1156.7,Yes
CUST-03173,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.96,3387.18,No
CUST-03174,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),71.58,1131.66,No
CUST-03175,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,85.95,1288.93,No
CUST-03176,Female,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),109.34,1493.2,No
CUST-03177,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,90.63,275.69,No
CUST-03178,Male,0,No,No,24,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),91.55,2044.9,No
CUST-03179,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.08,616.76,Yes
CUST-03180,Male,0,No,No,59,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,26.73,1501.0,No
CUST-03181,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.85,2673.53,No
CUST-03182,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.81,5172.93,No
CUST-03183,Male,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.14,3027.72,Yes
CUST-03184,Female,1,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),27.05,1639.06,No
CUST-03185,Female,0,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.53,951.32,No
CUST-03186,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,71.4,5249.02,No
CUST-03187,Male,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.13,559.86,No
CUST-03188,Female,0,No,No,59,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,65.36,3408.62,No
CUST-03189,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,109.04,6435.86,Yes
CUST-03190,Female,0,Yes,Yes,64,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.31,6675.82,No
CUST-03191,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,93.29,2988.48,No
CUST-03192,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,60.17,1108.93,No
CUST-03193,Male,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,86.06,471.16,Yes
CUST-03194,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,92.3,5711.65,No
CUST-03195,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),20.28,170.92,No
CUST-03196,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),100.09,810.14,No
CUST-03197,Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,107.89,3724.42,No
CUST-03198,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,30.44,379.76,No
CUST-03199,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,102.76,1427.44,No
CUST-03200,Female,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,54.25,864.63,No
CUST-03201,Male,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.21,3710.36,No
CUST-03202,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),79.05,1560.61,No
CUST-03203,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.87,1958.83,No
CUST-03204,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.13,967.72,No
CUST-03205,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.86,614.11,No
CUST-03206,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,101.53,3373.15,No
CUST-03207,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,97.04,507.7,No
CUST-03208,Male,1,No,No,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.01,44.38,Yes
CUST-03209,Female,0,Yes,No,60,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,89.2,5107.17,No
CUST-03210,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.32,2280.07,No
CUST-03211,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.68,1722.52,Yes
CUST-03212,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,4365.58,No
CUST-03213,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,1403.9,Yes
CUST-03214,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.51,1311.02,No
CUST-03215,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.39,838.37,No
CUST-03216,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,96.1,2925.07,Yes
CUST-03217,Male,1,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,105.68,3000.8,Yes
CUST-03218,Female,0,Yes,No,30,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,41.45,1209.19,No
CUST-03219,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,83.71,2358.09,Yes
CUST-03220,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38.47,2517.41,No
CUST-03221,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,35.39,1873.9,No
CUST-03222,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.66,5725.97,No
CUST-03223,Female,1,No,Yes,37,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,35.72,1401.54,No
CUST-03224,Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.49,1140.76,No
CUST-03225,Female,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,79.18,1943.6,Yes
CUST-03226,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.69,555.34,No
CUST-03227,Male,0,No,No,70,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,72.19,5747.63,No
CUST-03228,Female,1,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.14,4042.86,No
CUST-03229,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),22.68,120.28,No
CUST-03230,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),85.59,5905.12,Yes
CUST-03231,Female,0,No,No,33,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.57,884.77,No
CUST-03232,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),80.83,3227.43,No
CUST-03233,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.79,4381.27,No
CUST-03234,Female,1,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.41,2764.53,No
CUST-03235,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),56.23,506.3,No
CUST-03236,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.91,1829.83,Yes
CUST-03237,Male,1,No,No,15,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,81.32,1157.53,No
CUST-03238,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),63.48,273.47,No
CUST-03239,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,81.47,2628.98,No
CUST-03240,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,48.52,3350.36,Yes
CUST-03241,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),109.91,4507.76,No
CUST-03242,Female,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,18.89,1333.74,No
CUST-03243,Female,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.23,1063.64,No
